Name,Volume,Ask Size,Ask Price,Bid Size,Bid Price,Last Price,Shares Matched,Shares Routed
SNPG,8,0,0.00,0,0.00,33.18,8,0
BBSA,7,0,0.00,0,0.00,47.03,7,0
QPFF,7,0,0.00,0,0.00,35.21,7,0
SNPV,6,0,0.00,0,0.00,26.83,6,0
TOLL,6,0,0.00,0,0.00,26.28,6,0
IVRA,5,0,0.00,0,0.00,13.57,5,0
MRGR,5,0,0.00,0,0.00,39.67,5,0
SHDG,5,0,0.00,0,0.00,24.79,5,0
DALT,4,0,0.00,0,0.00,8.75,4,0
HELX,4,0,0.00,0,0.00,30.92,4,0
QLC,4,0,0.00,0,0.00,50.09,4,0
RTAI,4,0,0.00,0,0.00,19.61,4,0
BUYZ,3,0,0.00,0,0.00,26.08,2,1
EAOK,3,0,0.00,0,0.00,24.04,3,0
EUDV,3,0,0.00,0,0.00,44.49,3,0
EWUS,3,0,0.00,0,0.00,32.52,3,0
GDMA,3,0,0.00,0,0.00,29.74,3,0
APRQ,2,0,0.00,0,0.00,24.75,2,0
BLDG,2,0,0.00,0,0.00,24.48,2,0
CLSE,2,0,0.00,0,0.00,16.36,2,0
CVAR,2,0,0.00,0,0.00,24.09,2,0
DSCF,2,0,0.00,0,0.00,21.57,2,0
EAOR,2,0,0.00,0,0.00,27.97,2,0
ESHY,2,0,0.00,0,0.00,18.12,2,0
IEDI,2,0,0.00,0,0.00,40.92,2,0
IVVB,2,0,0.00,0,0.00,25.65,2,0
MAGA,2,0,0.00,0,0.00,40.28,2,0
PEX,2,0,0.00,0,0.00,27.94,2,0
SJIM,2,0,0.00,0,0.00,23.65,2,0
UJUN,2,0,0.00,0,0.00,28.92,2,0
VMOT,2,0,0.00,0,0.00,23.02,2,0
XTOC,2,0,0.00,0,0.00,24.51,2,0
XVOL,2,0,0.00,0,0.00,18.66,2,0
ACSI,1,0,0.00,0,0.00,46.67,1,0
APRJ,1,0,0.00,0,0.00,24.89,1,0
BBSB,1,0,0.00,0,0.00,98.23,1,0
CMCI,1,0,0.00,0,0.00,25.76,1,0
DBOC,1,0,0.00,0,0.00,31.63,1,0
DOGG,1,0,0.00,0,0.00,20.58,1,0
MINN,1,0,0.00,0,0.00,21.70,1,0
PXUS,1,0,0.00,0,0.00,22.22,1,0
QMAR,1,0,0.00,0,0.00,24.39,1,0
SDVD,1,0,0.00,0,0.00,19.87,1,0
VIRS,1,0,0.00,0,0.00,31.70,0,1
APRZ,0,0,0.00,0,0.00,0.00,0,0
ARCM,0,0,0.00,0,0.00,0.00,0,0
AUGZ,0,0,0.00,0,0.00,0.00,0,0
BBEM,0,0,0.00,0,0.00,0.00,0,0
BEMB,0,0,0.00,0,0.00,0.00,0,0
BOSS,0,0,0.00,0,0.00,0.00,0,0
CAOS,0,0,0.00,0,0.00,0.00,0,0
CFCV,0,0,0.00,0,0.00,0.00,0,0
DBJA,0,0,0.00,0,0.00,0.00,0,0
DDEC,0,0,0.00,0,0.00,0.00,0,0
DECZ,0,0,0.00,0,0.00,0.00,0,0
DKRB,0,0,0.00,0,0.00,0.00,0,0
DMAY,0,0,0.00,0,0.00,0.00,0,0
DOCT,0,0,0.00,0,0.00,0.00,0,0
DSJA,0,0,0.00,0,0.00,0.00,0,0
DSOC,0,0,0.00,0,0.00,0.00,0,0
DWCR,0,0,0.00,0,0.00,0.00,0,0
EAOA,0,0,0.00,0,0.00,0.00,0,0
EAOM,0,0,0.00,0,0.00,0.00,0,0
ESCR,0,0,0.00,0,0.00,0.00,0,0
ESEB,0,0,0.00,0,0.00,0.00,0,0
FAIL,0,0,0.00,0,0.00,0.00,0,0
FEBZ,0,0,0.00,0,0.00,0.00,0,0
FLDZ,0,0,0.00,0,0.00,0.00,0,0
FUNL,0,0,0.00,0,0.00,0.00,0,0
GCLN,0,0,0.00,0,0.00,0.00,0,0
GHTA,0,0,0.00,0,0.00,0.00,0,0
GPAL,0,0,0.00,0,0.00,0.00,0,0
GPOW,0,0,0.00,0,0.00,0.00,0,0
GSID,0,0,0.00,0,0.00,0.00,0,0
HEAT,0,0,0.00,0,0.00,0.00,0,0
HIDE,0,0,0.00,0,0.00,0.00,0,0
HIYS,0,0,0.00,0,0.00,0.00,0,0
IMSI,0,0,0.00,0,0.00,0.00,0,0
ISVL,0,0,0.00,0,0.00,0.00,0,0
JANZ,0,0,0.00,0,0.00,0.00,0,0
JULZ,0,0,0.00,0,0.00,0.00,0,0
JUNZ,0,0,0.00,0,0.00,0.00,0,0
KCAL,0,0,0.00,0,0.00,0.00,0,0
KOCT,0,0,0.00,0,0.00,0.00,0,0
MARZ,0,0,0.00,0,0.00,0.00,0,0
MAYZ,0,0,0.00,0,0.00,0.00,0,0
MBBB,0,0,0.00,0,0.00,0.00,0,0
MBND,0,0,0.00,0,0.00,0.00,0,0
MBNE,0,0,0.00,0,0.00,0.00,0,0
MIG,0,0,0.00,0,0.00,0.00,0,0
MOTE,0,0,0.00,0,0.00,0.00,0,0
MSMR,0,0,0.00,0,0.00,0.00,0,0
MSTQ,0,0,0.00,0,0.00,0.00,0,0
NOVZ,0,0,0.00,0,0.00,0.00,0,0
NUDV,0,0,0.00,0,0.00,0.00,0,0
OBND,0,0,0.00,0,0.00,0.00,0,0
OCTZ,0,0,0.00,0,0.00,0.00,0,0
PBL,0,0,0.00,0,0.00,0.00,0,0
PIT,0,0,0.00,0,0.00,0.00,0,0
PLRG,0,0,0.00,0,0.00,0.00,0,0
PLTL,0,0,0.00,0,0.00,0.00,0,0
PSCJ,0,0,0.00,0,0.00,0.00,0,0
PSCQ,0,0,0.00,0,0.00,0.00,0,0
PSCW,0,0,0.00,0,0.00,0.00,0,0
PSCX,0,0,0.00,0,0.00,0.00,0,0
PSFD,0,0,0.00,0,0.00,0.00,0,0
PSFM,0,0,0.00,0,0.00,0.00,0,0
PSFO,0,0,0.00,0,0.00,0.00,0,0
PSMD,0,0,0.00,0,0.00,0.00,0,0
PSMO,0,0,0.00,0,0.00,0.00,0,0
PSMR,0,0,0.00,0,0.00,0.00,0,0
PUTD,0,0,0.00,0,0.00,0.00,0,0
QCON,0,0,0.00,0,0.00,0.00,0,0
QTAP,0,0,0.00,0,0.00,0.00,0,0
ROCI,0,0,0.00,0,0.00,0.00,0,0
RYSE,0,0,0.00,0,0.00,0.00,0,0
SANE,0,0,0.00,0,0.00,0.00,0,0
SEIM,0,0,0.00,0,0.00,0.00,0,0
SEIQ,0,0,0.00,0,0.00,0.00,0,0
SEIV,0,0,0.00,0,0.00,0.00,0,0
SELV,0,0,0.00,0,0.00,0.00,0,0
SMI,0,0,0.00,0,0.00,0.00,0,0
SPCZ,0,0,0.00,0,0.00,0.00,0,0
STLV,0,0,0.00,0,0.00,0.00,0,0
TDVI,0,0,0.00,0,0.00,0.00,0,0
TMDV,0,0,0.00,0,0.00,0.00,0,0
TSJA,0,0,0.00,0,0.00,0.00,0,0
TSLH,0,0,0.00,0,0.00,0.00,0,0
TSOC,0,0,0.00,0,0.00,0.00,0,0
UDEC,0,0,0.00,0,0.00,0.00,0,0
UMAR,0,0,0.00,0,0.00,0.00,0,0
VMAT,0,0,0.00,0,0.00,0.00,0,0
WLDR,0,0,0.00,0,0.00,0.00,0,0
XDAT,0,0,0.00,0,0.00,0.00,0,0
XTAP,0,0,0.00,0,0.00,0.00,0,0
XTJA,0,0,0.00,0,0.00,0.00,0,0
YDEC,0,0,0.00,0,0.00,0.00,0,0
ZECP,0,0,0.00,0,0.00,0.00,0,0
